,A,B,C,D,E,F,G,H,I,Target
0,17.547854785478552,-101.22321603120756,6684181.86237934,-18.814660364265762,50.643564356435654,5466.983893972577,62.755317075909595,3973237634564.22,6.6815160249210375e+28,0.11100762458348562
1,-2.8445844584458433,-45.19411111964535,39.501085325119725,-4.656447592538007,-10.533753375337533,6452.356885401297,29.697514465885817,6.477393209584672e+32,4.57590569921252e+38,1.2561665395635695
2,0.7557755775577562,11.385955911004944,236.18793024623847,-4.777536114124921,0.26732673267326845,6368.409140751887,30.36949226682043,6.468425625522585e+41,4.403385311957789e+28,1.114042561928548
3,9.175817581758176,-150.09752813536198,36938.76495971236,-8.081368045334669,25.52745274527453,7327.167156167851,54.07052053100194,3.3235279006270696e-09,1.471869921619391e+37,-0.5035110724062123
4,0.6237623762376234,-101.51066457864584,219.34943486059726,-4.75999190382762,-0.12871287128713105,8350.508197438008,44.6979557441751,6.195025605470857e+22,4.02926183029464e+35,-0.3491527726448238
5,14.741974197419749,83.66059197293418,1164947.2564031829,-13.887800779526078,42.225922592259224,5702.47976039848,99.38845317841631,0.004629897393959209,8.701900140898458e+35,2.2960296095574035
6,8.215721572157216,-99.39645875338024,20444.45393491745,-7.4456339770583835,22.647164716471647,5929.399881845932,35.85375504080969,1.9251683211233368e-09,4.629844780795612e+42,0.8042470385243375
7,10.483948394839485,93.27605827347391,82896.18534164337,-9.092653052531698,29.451845184518447,6094.627270335783,79.92746235114603,3.317598015588826e+91,1.1179118551479428e+16,-0.05199504405578635
8,1.4086408640864096,36.799867212341745,342.11875061847303,-4.878250802691798,2.225922592259224,6024.470002902052,65.15591919997962,3.0397247885509528e+35,634939.2907695575,-1.0779033910494402
9,3.3936393639363933,37.17492200201004,1093.2048297305514,-5.328247357644305,8.180918091809179,7131.01630691891,26.41844694703118,98246.83389269596,3.1321680510736832e+32,-0.7918195422702397
10,-2.390939093909392,156.6982716806651,47.508660102355144,-4.628173141528961,-9.172817281728172,6592.535444481036,97.872754984299,163.42178078375088,3.7991275146213987e+34,-1.1369871996724938
11,-0.6339633963396345,-102.35065204790988,110.78553938264577,-4.641024109594925,-3.901890189018901,5969.14544311395,41.788932888674154,196.93093850083443,4.909356712723834e+37,-0.44728583238406217
12,0.5397539753975398,80.50725989276293,209.3040631250457,-4.749322870680293,-0.3807380738073802,5566.405887025734,38.19797579737647,6.185527379094661e+43,3.7325494251171904e+24,-0.5250872666011179
13,9.6030603060306,65.50331098096736,48086.479848248724,-8.392295514572554,26.80918091809181,5950.489319990071,45.0152030864926,3.533019808495769e+30,5.358648125357664e+44,-1.1417698034181565
14,3.938493849384938,-61.84077247450126,1513.4629524454197,-5.4908166423529305,9.815481548154818,5793.796833254212,73.72917640477502,5.442151081559149e+49,5.187218905383853e+30,-0.1843138044125316
15,2.642364236423643,6.890007550642097,700.8205542659292,-5.132130006557375,5.927092709270926,6627.0584595406235,32.209194972365104,7.533079967376785e+47,5.815137197563226e+29,-0.02089319843946896
16,10.33033303330333,39.67686083329835,75380.47555840178,-8.964515919749434,28.990999099909995,5692.240849910205,23.662524726419228,7.814416792180149e-34,1.755165870285602e+45,-0.8552726559046376
17,3.9480948094809474,-8.13135627158357,1522.1912002628126,-5.493838173697107,9.844284428442844,5927.449547350283,73.09699293601955,6.691077234687991e+48,9.866943410912545e+29,2.002458167887347
18,1.485448544854486,45.56761198081982,357.52844576949263,-4.8916239949227664,2.4563456345634567,7029.1892852331885,27.21064599939639,8.907920624247039e-19,2.2435507390429e+31,0.1026715265196889
19,13.921092109210921,-15.533604148544647,699211.8256872481,-12.748252510682724,39.76327632763276,5661.8447809136105,63.35335727981587,5.892637326513785e+75,7.435647502226976e+21,-0.2583428351279593
20,2.032703270327032,-10.074624558247606,490.55519142821225,-4.99622214408766,4.0981098109811,5790.850459429355,36.28161041188993,1.625572975948245e-30,1.3101798602852841e+26,-1.2937762880937262
21,9.372637263726373,6.297499348476492,41709.326591188365,-8.222367458334697,26.11791179117912,6225.596075361045,57.52779410108733,935.501579092106,5.458587983681686e+39,0.9923726549668388
22,6.7371737173717365,70.56353239928148,8253.201668832427,-6.620593957704876,18.21152115211521,6429.416552026098,51.11819161024707,1.2261295401876656e-96,2.4210172789702063e+20,-1.6264131891375069
23,11.124812481248126,139.91388744404992,123270.11595385676,-9.656234062766607,31.374437443744373,7391.348344929313,74.48770780185305,4.5155525109104807e+111,1.2597652488255743e+45,-0.4225233228658393
24,8.016501650165019,-0.7430686099097308,18086.87679861018,-7.324025635724619,22.04950495049505,6732.793548716147,34.410290316503136,3.5634034978631504e-57,4.834478812508461e+54,0.02034517227800661
25,2.7119711971197127,-18.50546886052897,730.1353221262656,-5.1489603192405236,6.135913591359137,6448.568190494224,73.52761559065608,1.5684606120297322e+71,2.4722281904814357e+22,-1.3556621600649323
26,2.2415241524152405,-136.73353879105363,554.0479385000331,-5.0404595277769415,4.724572457245725,6777.687658950806,51.54462521421882,4.425417555788167e+33,8.453574007760467e+42,-0.4199765023304802
27,-4.083108310831083,-81.17133834250775,26.74111727905116,-4.808301429204134,-14.249324932493252,4981.415708380948,34.916112842028085,2.7939326753187106,1.1023942133890474e+35,-1.4676648561088173
28,5.169816981698169,-58.773413962400845,3178.175544619173,-5.924385145413718,13.509450945094507,5284.607757086462,40.631689601817534,8.22155678139419e+24,1.2229183845880452e+25,-0.3376371571275944
29,6.331533153315332,-61.64437613873324,6441.621021720017,-6.4238438555802775,16.994599459945995,7143.091482743214,53.253107226735956,2.182325255273198e-79,4.3613144518104604e+36,-1.5339547550844452
30,17.915091509150916,122.43900118498095,8403073.885427034,-19.598558255013607,51.74527452745274,5793.314623249948,44.25201323630048,6.441988427285345e+42,1.0735195878377909e+32,-0.19609776978529628
31,17.747074707470745,-64.25741258769261,7567695.453289128,-19.23540800991605,51.24122412241224,6277.23434195867,32.13585804032575,7.333670415717854e+46,8.14803764175323e+30,1.1857551036747331
32,6.5091509150915074,-119.8056301883892,7179.498479656041,-6.50851236549784,17.52745274527453,7806.3597318754955,45.638446575493404,1.0843720446196866e-23,1.1170021081150406e+31,-0.563676184062908
33,6.393939393939393,-20.54323683959699,6691.729188413131,-6.453331909129043,17.181818181818187,6540.064029277644,23.63561764379765,4027832468.549763,1.1433249888956749e+20,-0.2729575324193844
34,17.480648064806477,3.568065531899812,6410044.473291515,-18.675087980621196,50.44194419441944,5243.505351695532,43.682249437966775,1.0853866254252219e-60,6.575754210827309e+31,0.10743205038506552
35,7.802880288028803,58.68571356654451,15861.568299907898,-7.197372719338716,21.408640864086408,5700.0014787695145,50.222020084817146,3.0739273496607346e+30,2.83950591194079e+27,1.2112939088996069
36,10.966396639663966,-58.271085468183095,111748.82848009572,-9.512459150543334,30.8991899189919,6573.0843760024045,77.56128748786813,1754625.4147028525,3.6980099700754176e+37,0.5220705672028055
37,16.678967896789686,72.6853726863388,3890088.933604727,-17.098310349996193,48.036903690369044,8037.014872391578,55.83800233573364,6.526449231493882e+37,7.997724769186776e+35,-1.18284516659507
38,-3.6078607860786067,101.72631192128138,30.36496412108887,-4.7364328521393375,-12.823582358235823,7114.154061812043,33.5810056442385,3.9897829234524235e-05,1.4695722938417489e+31,0.6281345162188136
39,17.78067806780678,136.23408950127424,7727842.897323634,-19.307424419553662,51.34203420342034,6756.055907845889,30.627166671892727,2.697798914164571e+54,3563624225066605.0,1.7919380722525036
40,10.663966396639662,-45.78640398055688,92665.8886146821,-9.246174637639447,29.991899189919,6739.255381029286,48.393407517753595,1.9573312711644248e-23,3.922191794027976e+32,0.5212514754527493
41,5.4314431443144295,15.685090927819502,3724.5082125859003,-6.028901581005843,14.294329432943302,7442.945315367088,25.08576304615937,2.4828157993502053e+54,5.051896700208017e+21,-0.5483930556111565
